S (measured),Applied Suction (kPa)
1,0
0.994403101,0
0.955077519,0.12753
0.955666667,0.10791
0.957139535,0.18639
0.957434109,0.48069
0.963325581,0.80442
0.954782946,1.41264
0.899697674,2.96262
0.859341085,4.1202
0.814124031,4.89519
0.780984496,5.89581
0.567418605,9.83943
0.38027907,19.64943
0.439193798,31.87269
0.492217054,31.87269
