S (measured),Applied Suction (kPa)
1,0
1,0
1.000863636,0
0.924863636,0.0981
0.926590909,0.18639
0.925209091,0.40221
0.912772727,0.80442
0.885827273,1.49112
0.885827273,1.49112
0.879090909,1.43226
0.863372727,2.93319
0.836945455,2.943
0.812418182,4.89519
0.797736364,5.90562
0.705672727,9.83943
0.499090909,19.69848
0.276272727,30.72492
0.276963636,34.57044
