S (measured),Applied Suction (kPa)
1,0
0.960451852,0
0.960451852,0
0.960733333,0.1962
0.976496296,0.43164
0.975088889,0.80442
0.973259259,1.26549
0.983674074,0
1.009851852,0.0981
1.009007407,1.06929
1.0076,2.05029
0.951022222,3.09015
0.824355556,4.07115
0.605785185,5.07177
0.508392593,6.13125
0.332748148,10.06506
0.300377778,19.25703
0.270540741,32.373
0.270540741,32.373
