S (measured),Applied Suction (kPa)
1,0
0.996859504,0
0.952421488,0.70632
0.953363636,0.81423
0.947239669,0.99081
0.946297521,1.32435
0.804504132,0.97119
0.758181818,1.52055
0.758181818,1.52055
0.702438017,2.96262
0.531280992,3.87495
0.531280992,3.87495
0.270305785,5.07177
0.270305785,5.07177
0.270305785,5.86638
0.164628099,9.81
0.152066116,19.63962
0.146570248,28.04679
0.146570248,28.04679
