S (measured),Applied Suction (kPa)
1,0
1,0
0.998228814,0
0.954915254,0.0981
0.960872881,0.1962
0.962322034,0.3924
0.948635593,0.7848
0.910474576,1.46169
0.910474576,1.44207
0.899847458,1.44207
0.765076271,2.943
0.57829661,3.94362
0.441432203,4.91481
0.390711864,5.7879
0.312457627,9.86886
0.272042373,19.60038
0.254330508,27.45819
