S (measured),Applied Suction (kPa)
1,0
0.982333333,0
0.951166667,0
0.9485,0.0981
0.953166667,0.24525
0.964333333,0.41202
0.970666667,0.7848
0.9665,1.52055
0.886,3.03129
0.778666667,3.94362
0.678,4.87557
0.5395,6.49422
0.314166667,9.76095
0.196166667,19.74753
0.167833333,32.34357
0.167833333,32.34357
